DIRECTORIO,SECUENCIA_P,ORDEN,P1165,P1164,P1178,P1178S1,P1163_1,P1163S1,P1163_2,P1163S2,P1163_3,P1163S3,P1163_4,P1163S4,P1162S1,P1162S1A1,P1162S1A2,P1162S2,P1162S2A1,P1162S2A2,P1162S3,P1162S3A1,P1162S3A2,P1162S4,P1162S4A1,P1162S4A2,P1162S5,P1162S5A1,P1162S5A2,P1162S6,P1162S6A1,P1162S6A2,F_EXP
19684,1,5,1,1,1,2,1,24,,,,,,,,,,1,2,0,,,,,,,,,,,,,389.87176883
19687,1,2,2,,,,1,24,,,,,,,,,,1,10,0,1,12,0,1,0,15,,,,,,,78.66152491
19689,1,3,2,,,,1,24,,,,,,,,,,1,5,0,1,11,0,,,,,,,,,,246.86206621
19695,1,5,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,439.42173917
19699,1,3,2,,,,1,24,,,,,,,1,3,0,1,8,0,1,9,0,1,1,0,1,1,0,,,,267.67993877
19699,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,10,0,,,,,,,,,,267.67993877
19716,1,4,1,2,2,,1,24,,,,,,,1,2,0,1,2,0,1,9,0,1,1,30,,,,,,,139.7966217
19722,1,3,2,,,,1,24,,,,,,,1,1,0,,,,1,2,30,1,2,0,,,,,,,340.26314227
19723,1,5,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,8,0,,,,,,,,,,279.11982357
19724,1,5,2,,,,1,24,,,,,,,,,,1,4,0,1,11,0,,,,,,,,,,183.20488408
19725,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,13,0,,,,,,,,,,102.62462782
19734,1,4,2,,,,1,24,,,,,,,1,10,0,1,3,0,1,10,0,,,,,,,,,,383.4254721
19737,1,5,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,1,0,,,,,,,,,,130.13358132
19741,1,4,1,1,2,,1,24,,,,,,,1,5,0,1,5,0,1,12,0,1,2,0,,,,,,,897.5015215
19748,1,3,2,,,,1,19,1,5,,,,,1,9,0,1,5,0,1,10,0,,,,,,,,,,103.48846505
19748,1,4,2,,,,1,19,1,5,,,,,1,8,0,1,5,45,1,10,0,,,,,,,,,,103.48846505
19750,1,9,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,10,0,,,,,,,,,,435.17201473
19750,1,11,2,,,,1,24,,,,,,,1,1,0,1,5,0,1,10,0,,,,,,,,,,435.17201473
19750,1,12,1,1,2,,1,24,,,,,,,1,3,0,1,6,0,1,10,0,,,,,,,,,,435.17201473
19760,1,6,1,5,2,,1,24,,,,,,,1,2,30,1,6,0,1,11,30,1,0,30,1,1,30,,,,233.20268582
19774,1,6,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,10,0,1,1,0,,,,,,,228.11922396
19785,1,5,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,176.85533175
19789,1,3,2,,,,1,24,,,,,,,1,4,0,1,4,0,1,10,0,,,,,,,,,,169.15054632
19791,1,4,1,1,2,,1,24,,,,,,,1,5,0,1,5,0,1,10,0,1,4,0,,,,,,,268.0246674
19798,1,3,2,,,,1,21,,,,,,,1,0,30,,,,1,12,0,1,1,0,,,,1,3,0,382.1126978
19806,1,4,2,,,,1,24,,,,,,,1,1,0,1,5,0,1,1,20,1,1,0,,,,,,,181.75852671
19807,1,5,1,1,2,,1,24,,,,,,,1,9,0,1,4,0,1,11,0,,,,,,,,,,610.33712633
19814,1,5,1,3,2,,1,24,,,,,,,1,4,0,1,2,0,1,10,0,,,,,,,,,,419.2513822
19815,1,5,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,2,8,,,,,,,,,,181.5807017
19816,1,3,2,,,,1,24,,,,,,,1,3,8,,,,1,7,0,,,,,,,,,,265.10276204
19835,1,3,1,2,2,,1,24,,,,,,,1,3,0,1,4,0,1,8,0,,,,,,,,,,169.72525433
19844,1,3,1,5,2,,1,24,,,,,,,1,1,0,1,2,0,1,10,0,1,0,30,,,,,,,2065.7872575
19859,1,3,2,,,,1,23,,,,,,,1,1,0,1,0,30,,,,1,1,0,,,,,,,601.3826542
19862,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,,,,,,,,,,296.13147576
19863,1,8,2,,,,1,24,,,,,,,,,,1,4,0,1,2,0,,,,,,,,,,343.35211647
19867,1,6,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,9,0,,,,,,,,,,327.36989853
19867,1,8,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,327.36989853
19869,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,10,0,1,1,0,,,,,,,666.01874827
19869,1,7,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,666.01874827
19878,1,3,2,,,,1,24,,,,,,,1,4,0,1,2,0,,,,,,,1,2,0,,,,305.93505544
19878,1,4,2,,,,1,24,,,,,,,1,5,0,,,,1,6,0,,,,,,,,,,305.93505544
19885,1,5,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,264.02207712
19895,1,3,2,,,,1,13,1,11,,,,,1,3,0,1,7,0,1,10,0,1,2,0,,,,,,,266.86126233
19897,1,5,2,,,,1,24,,,,,,,,,,1,1,0,1,12,0,,,,,,,,,,108.32303439
19897,2,3,2,,,,1,24,,,,,,,,,,1,4,0,1,11,0,1,2,0,,,,1,2,0,108.32303439
19897,2,4,2,,,,1,24,,,,,,,,,,1,5,0,1,12,0,,,,,,,1,2,0,108.32303439
19902,1,5,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,,,,,,,,,,532.57413647
19902,1,6,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,,,,,,,,,,532.57413647
19902,1,7,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,,,,,,,,,,532.57413647
19904,1,6,1,1,2,,1,24,,,,,,,1,4,0,1,3,0,1,10,0,1,0,30,,,,,,,143.03716895
19906,1,7,2,,,,1,24,,,,,,,,,,1,8,0,,,,,,,,,,,,,171.87359227
19906,1,8,2,,,,1,24,,,,,,,,,,1,4,0,,,,,,,,,,,,,171.87359227
19910,1,4,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,6,0,,,,,,,,,,433.88500987
19925,1,2,2,,,,1,24,,,,,,,1,3,0,,,,1,12,0,,,,,,,,,,152.52631378
19946,1,3,1,5,2,,1,24,,,,,,,,,,1,3,0,1,10,0,1,3,30,,,,,,,300.84120013
19948,1,5,2,,,,1,24,,,,,,,1,2,0,1,8,0,1,11,0,1,3,0,,,,,,,378.53931453
19969,1,4,1,1,2,,1,22,1,2,,,,,1,2,0,1,6,0,1,10,0,,,,,,,,,,369.79062353
19970,1,4,2,,,,1,24,,,,,,,1,1,0,1,11,0,1,12,0,,,,,,,,,,106.46553973
19971,1,5,1,1,2,,1,24,,,,,,,1,3,0,1,5,0,1,12,0,1,1,0,,,,,,,124.94387031
19987,1,5,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,180.50827341
19988,1,3,1,1,2,,1,22,,,,,,,1,2,0,1,3,0,1,12,0,,,,,,,,,,669.2240617
20002,1,3,2,,,,1,22,,,,,,,,,,,,,1,9,0,,,,,,,,,,323.60083908
20016,1,4,1,3,2,,1,12,,,,,,,1,2,0,1,3,0,1,10,0,1,3,0,,,,,,,520.415546
20022,1,4,2,,,,1,24,,,,,,,,,,,,,1,24,0,,,,,,,,,,57.136405463
20026,1,6,2,,,,1,24,,,,,,,,,,1,10,0,1,12,0,1,2,0,,,,,,,70.655230797
20029,1,5,2,,,,1,24,,,,,,,1,0,30,,,,1,10,0,,,,,,,,,,394.1730975
20031,1,4,2,,,,1,24,,,,,,,,,,1,3,0,1,9,0,,,,,,,,,,419.8537167
20049,1,4,2,,,,1,24,,,,,,,1,0,30,1,2,0,1,9,0,,,,,,,,,,371.67082847
20060,1,2,1,5,1,4,1,14,,,,,,,1,4,0,1,4,0,1,8,0,1,2,0,,,,,,,361.36819643
20066,1,2,1,2,2,,1,24,,,,,,,1,0,30,1,7,0,1,12,0,1,0,30,,,,1,2,0,474.6957005
20067,1,5,2,,,,1,24,,,,,,,1,1,0,1,6,0,1,12,0,1,0,30,,,,,,,339.23306047
20071,1,4,1,3,2,,1,16,,,,,,,1,4,0,1,6,0,,,,1,4,0,,,,,,,1970.2940619
20071,1,5,1,3,2,,1,20,,,,,,,,,,,,,1,1,0,,,,,,,,,,1970.2940619
20083,1,6,1,2,2,,1,24,,,,,,,1,0,30,1,4,0,1,10,0,,,,,,,,,,381.27602727
20086,1,3,2,,,,1,24,,,,,,,1,2,0,1,8,0,1,12,0,1,1,0,1,1,0,,,,58.289774643
20094,1,6,2,,,,1,24,,,,,,,,,,1,3,0,1,8,0,,,,,,,,,,330.79786752
20100,1,4,1,3,2,,1,24,,,,,,,1,3,0,1,4,0,1,10,0,,,,,,,,,,129.88439248
20103,1,5,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,10,0,1,1,0,1,2,0,,,,176.24409387
20112,1,5,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,10,0,,,,,,,,,,423.00330913
20115,1,3,2,,,,1,24,,,,,,,1,3,0,1,6,0,,,,,,,,,,,,,203.44953407
20115,1,4,2,,,,1,24,,,,,,,,,,1,1,0,,,,,,,,,,,,,203.44953407
20134,1,3,2,,,,1,24,,,,,,,1,4,0,1,7,0,1,12,58,,,,,,,,,,88.118142387
20134,1,5,2,,,,1,12,1,12,,,,,,,,1,9,58,1,14,0,,,,,,,,,,88.118142387
20139,1,2,2,,,,1,20,1,4,,,,,1,1,0,1,4,0,1,9,0,,,,,,,,,,369.98579427
20155,1,3,2,,,,1,12,,,,,,,1,1,0,1,5,0,1,8,0,,,,,,,,,,359.66677707
20159,1,5,2,,,,1,24,,,,,,,1,2,0,1,4,0,,,,,,,,,,,,,555.3882497
20160,1,4,2,,,,1,24,,,,,,,1,4,0,1,4,0,1,1,0,,,,,,,,,,164.86230554
20165,1,4,2,,,,1,24,,,,,,,1,1,0,1,8,0,1,15,0,,,,,,,,,,62.699925153
20171,1,3,1,5,1,4,1,20,,,,,,,1,1,0,1,1,0,1,10,0,1,2,0,,,,,,,542.2832492
20171,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,9,0,1,0,30,,,,,,,542.2832492
20172,1,4,2,,,,1,24,,,,,,,1,0,30,1,3,0,1,16,0,1,2,30,,,,,,,218.30332414
20181,1,3,2,,,,1,20,1,4,,,,,,,,1,2,30,1,12,0,1,1,0,,,,,,,408.5971664
20188,1,2,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,10,0,1,3,0,1,3,0,1,2,0,13.359354381
20190,1,3,1,1,2,,1,18,1,6,,,,,1,4,0,1,5,0,1,10,0,,,,,,,,,,138.53569524
21210,1,5,1,1,1,2,1,24,,,,,,,1,2,0,1,3,0,1,12,0,1,0,40,,,,,,,357.7148964
21214,1,3,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,84.25848047
21215,1,3,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,12,0,,,,1,1,0,,,,371.27209377
21218,1,4,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,10,20,1,2,0,,,,,,,208.67756713
21220,1,3,1,2,2,,1,24,,,,,,,1,0,30,1,5,0,1,12,0,,,,,,,,,,255.17446617
21226,1,3,1,4,2,,,,1,24,,,,,1,3,0,,,,1,9,0,1,2,0,1,1,0,,,,380.00020223
21235,1,6,2,,,,1,23,,,,,1,1,,,,1,14,0,1,9,0,1,1,0,,,,,,,184.11677048
21235,1,8,2,,,,1,24,,,,,,,1,1,0,1,12,0,1,9,0,,,,1,2,0,,,,184.11677048
21244,1,4,2,,,,1,24,,,,,,,1,6,0,1,7,0,1,11,0,,,,,,,,,,104.61232532
21270,1,3,2,,,,1,24,,,,,,,1,3,0,1,7,0,1,10,0,1,1,0,,,,,,,242.97965688
21281,1,3,2,,,,1,24,,,,,,,1,1,0,,,,1,12,0,,,,,,,,,,179.32711881
21286,1,2,1,2,1,4,1,24,,,,,,,1,5,0,1,5,0,1,10,0,1,4,0,,,,,,,100.17138404
21305,1,2,1,4,2,,1,24,,,,,,,1,5,0,1,8,0,1,9,0,1,2,0,,,,,,,122.40712528
21312,1,2,2,,,,1,24,,,,,,,,,,,,,1,18,0,,,,,,,,,,377.16295817
21316,1,5,1,3,2,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,132.7800673
21325,1,3,2,,,,1,16,,,,,,,1,2,0,1,6,0,1,10,0,1,0,30,1,1,0,,,,281.3100511
21334,1,5,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,151.63554836
21337,1,3,2,,,,1,24,,,,,,,1,2,0,1,1,0,1,12,0,1,0,30,,,,,,,324.36476695
21349,1,3,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,8,0,,,,,,,,,,78.451579717
21358,1,3,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,2,0,,,,,,,,,,282.39900278
21366,1,3,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,8,0,,,,,,,,,,373.66238207
21373,1,3,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,100.63617276
21379,1,3,1,1,2,,1,24,,,,,,,1,3,0,1,7,0,1,9,0,1,1,0,1,1,0,,,,402.21563673
21380,1,4,2,,,,1,24,,,,,,,1,4,0,,,,1,6,0,,,,,,,,,,291.24126776
21385,1,5,2,,,,1,24,,,,,,,,,,,,,1,8,0,,,,,,,,,,222.78791359
21394,1,3,2,,,,1,24,,,,,,,1,1,0,1,5,0,1,12,0,,,,1,1,0,,,,89.802002223
21401,1,3,2,,,,1,24,,,,,,,1,2,8,1,5,0,1,10,0,,,,,,,,,,268.60687546
21403,1,4,1,2,2,,1,24,,,,,,,1,4,0,1,8,0,1,10,0,1,2,0,,,,,,,86.884997527
21410,1,6,2,,,,1,24,,,,,,,1,6,0,1,3,0,1,10,0,1,5,0,,,,,,,265.26082069
21415,1,3,2,,,,1,14,1,10,,,,,1,3,0,1,5,0,1,12,0,,,,,,,,,,518.85467923
21421,1,5,2,,,,1,24,,,,,,,1,6,0,1,4,0,1,10,0,1,4,0,,,,,,,105.71620551
21425,1,5,1,1,2,,1,24,,,,,,,1,2,0,1,4,0,1,7,0,1,1,0,,,,,,,398.9734433
21430,1,4,2,,,,1,24,,,,,,,1,6,0,1,5,0,1,13,0,,,,,,,,,,97.10327555
21434,1,4,2,,,,1,24,,,,,,,1,1,0,1,7,0,1,10,0,1,0,30,,,,,,,156.95627656
21438,1,4,2,,,,1,24,,,,,,,1,6,0,1,6,0,1,10,0,1,2,0,,,,,,,97.10327555
21441,1,2,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,10,0,,,,,,,,,,111.17205227
21445,1,5,2,,,,1,24,,,,,,,1,4,0,,,,1,16,0,,,,,,,,,,335.56137917
21459,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,16,0,,,,,,,,,,201.0407651
21509,1,3,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,390.9939457
21510,1,3,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,9,0,,,,,,,,,,230.89480101
21510,1,4,2,,,,1,24,,,,,,,,,,1,3,0,1,10,0,,,,,,,,,,230.89480101
21511,1,3,2,,,,1,18,,,,,,,,,,1,5,0,1,9,0,,,,,,,,,,275.9743792
21523,1,4,2,,,,1,24,,,,,,,1,5,0,1,2,0,1,10,0,1,1,0,,,,,,,179.8937234
21525,1,6,2,,,,1,24,,,,,,,1,2,20,1,4,40,1,10,30,1,1,45,1,2,45,1,2,0,119.63852624
21525,1,7,2,,,,1,24,,,,,,,1,2,40,1,6,40,1,14,40,,,,,,,,,,119.63852624
21526,1,3,2,,,,1,24,,,,,,,,,,1,5,0,,,,,,,,,,,,,230.89480101
21526,1,4,2,,,,1,24,,,,,,,,,,1,5,0,,,,,,,,,,,,,230.89480101
21544,1,6,2,,,,1,24,,,,,,,1,2,30,1,1,10,1,8,20,1,1,40,,,,,,,850.21441227
21546,1,6,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,9,0,,,,,,,,,,245.43565941
21577,1,3,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,8,0,,,,,,,,,,47.364115583
21580,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,10,0,,,,,,,,,,410.52844233
21580,1,4,2,,,,1,12,,,1,12,,,1,2,0,1,1,0,,,,1,1,0,,,,,,,410.52844233
21585,1,4,1,4,2,,1,24,,,,,,,1,6,0,1,4,0,1,8,0,,,,,,,,,,513.89518033
21594,1,3,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,,,,,,,,,,339.0147825
21599,1,4,2,,,,1,24,,,,,,,,,,,,,1,16,0,,,,,,,,,,580.4390662
21603,1,6,2,,,,1,24,,,,,,,,,,,,,1,16,0,,,,,,,,,,445.95411127
21606,1,6,2,,,,1,10,,,,,1,14,,,,,,,1,18,0,,,,,,,,,,238.25386259
21611,1,3,2,,,,1,24,,,,,,,,,,,,,1,22,0,,,,,,,,,,51.764911997
21613,1,6,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,8,0,,,,,,,,,,64.18288852
21615,1,4,2,,,,1,16,1,8,,,,,,,,1,2,0,1,13,0,,,,,,,,,,197.78180705
21620,1,4,2,,,,1,24,,,,,,,1,5,0,1,2,30,1,11,0,1,2,0,,,,,,,631.01905957
21623,1,6,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,8,0,,,,,,,,,,267.92640055
21627,1,3,1,3,2,,1,24,,,,,,,1,2,0,,,,1,10,0,,,,,,,,,,467.4980408
21633,1,3,1,2,2,,1,24,,,,,,,1,1,0,1,8,0,1,10,0,1,5,0,,,,,,,124.6818473
21636,1,3,1,2,2,,1,24,,,,,,,1,2,0,,,,1,5,0,,,,,,,,,,177.8065506
21661,1,5,1,1,2,,1,24,,,,,,,1,3,0,,,,1,10,0,,,,,,,,,,634.54857853
21675,1,3,2,,,,1,24,,,,,,,1,3,0,1,6,0,,,,,,,,,,,,,477.4919854
21684,1,4,2,,,,1,24,,,,,,,1,5,0,1,6,0,1,9,0,1,2,0,1,2,0,,,,13.962257365
21685,1,3,1,5,2,,1,20,,,,,1,4,1,0,30,,,,1,10,0,1,3,0,1,0,20,,,,222.88243144
21692,1,3,1,4,2,,1,24,,,,,,,1,3,0,1,5,0,1,7,0,1,1,0,,,,,,,394.0638252
21692,1,6,1,4,2,,1,24,,,,,,,1,1,0,1,5,0,1,8,0,1,1,0,,,,,,,394.0638252
21695,1,4,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,1,30,,,,,,,,,,270.98160022
21695,1,5,2,,,,1,24,,,,,,,,,,1,4,0,1,2,0,,,,,,,,,,270.98160022
21695,1,10,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,2,0,,,,,,,,,,270.98160022
21714,1,3,1,3,2,,1,24,,,,,,,1,6,0,1,8,0,1,10,0,,,,,,,,,,237.99556465
21750,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,154.06035794
21755,1,3,2,,,,1,20,1,4,,,,,1,1,0,,,,1,8,0,1,1,0,,,,,,,126.94345714
21772,1,4,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,9,0,,,,,,,,,,343.21171507
21778,1,5,2,,,,1,24,,,,,,,,,,,,,1,6,0,,,,,,,,,,277.33994982
21787,1,6,2,,,,1,24,,,,,,,1,3,0,1,7,0,1,10,0,1,2,0,,,,1,2,0,73.25135035
21802,1,2,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,86.443987147
21808,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,11,0,,,,,,,,,,232.72734633
21810,1,4,2,,,,1,24,,,,,,,1,2,0,1,1,0,1,10,0,,,,,,,,,,398.779623
21817,1,3,2,,,,1,24,,,,,,,1,2,0,1,0,40,1,10,0,,,,,,,,,,87.13398603
21826,1,3,2,,,,1,24,,,,,,,,,,1,6,0,1,10,0,1,0,30,1,0,10,,,,164.08652632
21834,1,3,1,4,2,,1,24,,,,,,,1,3,0,1,3,0,1,10,0,1,4,0,,,,1,4,0,272.75905487
21836,1,5,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,12,0,1,1,0,,,,,,,522.54394283
21849,1,3,2,,,,1,24,,,,,,,,,,1,1,30,1,12,0,,,,,,,,,,346.60842603
21849,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,30,1,8,30,,,,,,,,,,346.60842603
21850,1,5,1,2,2,,1,23,,,,,,,,,,1,6,0,1,13,0,1,0,30,,,,,,,476.8535129
21859,1,3,1,3,2,,,,1,4,,,,,1,2,0,1,2,0,,,,,,,,,,,,,340.1989634
21859,1,4,2,,,,1,24,,,,,,,,,,,,,1,9,0,,,,,,,,,,340.1989634
21865,1,6,2,,,,1,24,,,,,,,1,3,0,1,8,0,1,10,0,1,3,0,,,,,,,67.511376713
21866,1,3,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,14,0,1,0,20,,,,,,,468.48054953
21867,1,6,2,,,,1,24,,,,,,,1,0,30,1,4,0,1,12,0,,,,,,,,,,355.15901577
21868,1,5,2,,,,1,20,1,4,,,,,,,,1,13,0,1,11,0,,,,,,,,,,100.37866497
21871,1,5,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,1,12,0,,,,109.84320027
21879,1,3,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,8,0,,,,1,4,0,,,,147.26774634
21891,1,4,1,1,2,,1,24,,,,,,,1,3,30,1,6,30,1,9,45,1,1,30,1,2,45,,,,92.94308893
21895,1,5,1,1,2,,1,24,,,,,,,1,3,0,1,6,0,1,10,0,,,,,,,,,,180.14505002
21901,1,3,2,,,,1,22,,,,,,,1,4,0,1,7,0,1,13,0,,,,,,,,,,83.30790786
21902,1,5,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,388.1173482
21910,1,5,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,106.04526611
21918,1,3,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,166.43455454
21918,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,166.43455454
21922,1,6,1,3,2,,1,24,,,,,,,1,2,0,1,3,0,1,10,0,1,1,0,,,,,,,146.91485701
21941,1,3,2,,,,1,24,,,,,,,1,2,0,1,10,0,1,10,0,1,2,0,,,,,,,93.52882738
21954,1,4,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,135.71076637
21960,1,3,1,3,2,,1,24,,,,,,,1,4,0,1,4,0,1,12,0,1,4,0,,,,,,,130.91059647
21960,1,4,2,,,,1,24,,,,,,,1,3,0,1,8,0,1,13,0,,,,,,,,,,130.91059647
21963,1,4,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,1,3,0,,,,1,1,0,45.028589637
21978,1,2,2,,,,1,24,,,,,,,,,,1,2,0,1,10,0,1,0,40,,,,,,,81.362359413
21979,1,5,2,,,,1,24,,,,,,,,,,1,3,30,1,16,30,1,4,0,,,,,,,165.09843346
21981,1,6,2,,,,1,24,,,,,,,1,4,0,1,2,0,1,10,0,,,,,,,,,,184.71951611
21996,1,4,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,8,30,,,,,,,,,,130.40204011
21999,1,4,2,,,,1,24,,,,,,,1,0,30,1,0,30,1,11,0,,,,,,,,,,429.84048807
21999,1,5,2,,,,1,24,,,,,,,,,,1,0,30,1,11,0,,,,,,,,,,429.84048807
22010,1,6,1,1,2,,1,24,,,,,,,,,,1,4,0,1,8,0,,,,,,,,,,138.41794168
22016,1,2,2,,,,1,5,1,9,,,,,1,1,0,1,1,0,1,8,0,,,,,,,,,,14.253867668
22020,1,6,2,,,,1,24,,,,,,,,,,1,2,0,1,12,0,,,,,,,,,,696.92939353
22035,1,3,1,1,2,,1,24,,,,,,,1,4,0,1,12,0,1,8,0,,,,,,,,,,317.47967838
22048,1,4,2,,,,,,1,12,,,,,1,5,0,1,10,0,1,10,0,1,2,0,,,,,,,213.39587822
22054,1,6,2,,,,1,24,,,,,,,1,0,20,,,,,,,,,,,,,,,,282.6346945
22070,1,3,2,,,,1,24,,,,,,,1,1,30,1,3,0,1,2,0,,,,,,,,,,305.22040903
22071,1,3,2,,,,1,24,,,,,,,,,,1,2,0,,,,,,,,,,,,,424.4304247
22077,1,3,2,,,,1,24,,,,,,,1,3,0,1,9,0,1,10,0,1,2,0,,,,,,,38.088104503
22083,1,5,2,,,,1,24,,,,,,,1,2,0,1,3,20,1,10,0,,,,,,,,,,145.34423919
22087,1,4,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,,,,,,,,,,152.35637221
22109,1,4,1,4,2,,1,4,,,,,,,,,,1,1,0,,,,,,,,,,,,,444.74342073
22121,1,5,1,5,2,,1,24,,,,,,,1,5,0,1,3,0,1,10,0,1,2,0,1,4,0,,,,10.928736748
22126,1,3,2,,,,1,24,,,,,,,,,,1,10,0,1,10,0,,,,,,,,,,263.38958896
22131,1,5,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,15,0,,,,,,,,,,77.451769987
22138,1,4,2,,,,1,24,,,,,,,1,0,30,1,5,0,1,11,30,1,0,20,1,0,10,,,,284.24776692
22143,1,3,2,,,,1,17,,,1,7,,,1,1,0,1,8,0,1,8,0,,,,,,,,,,387.4095695
22151,1,5,1,3,2,,1,24,,,,,,,1,3,0,1,4,0,1,8,0,,,,,,,,,,438.90147433
22151,1,6,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,9,0,,,,,,,,,,438.90147433
22156,1,3,2,,,,1,12,1,12,,,,,,,,,,,1,24,0,,,,,,,,,,121.06017696
22171,1,5,1,1,2,,1,24,,,,,,,,,,1,4,0,,,,,,,,,,,,,274.26221991
22171,1,6,2,,,,1,24,,,,,,,,,,,,,1,9,30,,,,,,,,,,274.26221991
22180,1,5,2,,,,1,24,,,,,,,,,,,,,1,15,0,,,,,,,,,,257.4402602
22183,1,4,2,,,,1,24,,,,,,,1,7,0,1,4,0,1,11,0,1,2,0,,,,,,,121.7284069
22202,1,3,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,,,,,,,,,,85.04266603
22209,1,5,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,2,8,,,,,,,,,,172.54954689
22216,1,5,1,1,2,,1,24,,,,,,,1,6,0,1,4,0,1,12,0,1,2,0,,,,,,,143.6791572
22221,1,3,1,2,2,,1,24,,,,,,,1,4,0,1,11,0,1,9,0,,,,,,,,,,77.356967067
22227,1,5,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,10,0,,,,,,,,,,329.5520183
22241,1,3,1,2,2,,1,20,,,,,1,4,1,1,0,1,6,0,1,11,0,1,1,0,1,2,0,,,,208.34232241
22245,1,4,1,1,2,,1,24,,,,,,,1,4,0,1,6,0,1,11,0,1,3,0,,,,,,,170.36336181
22246,1,4,2,,,,1,24,,,,,,,1,10,0,,,,1,5,0,,,,,,,,,,287.49596332
22246,1,5,2,,,,1,24,,,,,,,1,2,0,,,,1,14,0,,,,,,,,,,287.49596332
22247,1,4,2,,,,1,24,,,,,,,1,3,0,1,10,0,1,11,0,,,,,,,,,,176.22356295
22252,1,3,1,1,2,,1,24,,,,,,,1,6,0,1,7,58,1,10,0,,,,,,,,,,87.789175843
22257,1,6,1,1,2,,1,22,1,2,,,,,,,,1,14,0,1,9,0,1,1,0,,,,,,,178.4545829
22257,1,7,2,,,,1,22,1,2,,,,,,,,1,9,0,1,15,0,,,,,,,,,,178.4545829
